id,title,slug,created_at,content
11,"Tahun Macan Air, Lapangan Sapi PHKT Mencoba Peruntungan Gas",tahun-macan-air-lapangan-sapi-phkt-mencoba-peruntungan-gas,1/1/2022 7:15,"Tepat pukul 00.00 Wita, atau 1 Januari 2022 yang bershio macan air, lapangan Sapi di Kalimantan Timur, mencoba peruntungan. Sumur gas bumi yang letaknya di Samboja, Kalimantan Timur, dikelola PT Pertamina Hulu Kalimantan Timur (PHKT), kembali beroperasi. ÔÇ£Untuk awal ini kita produksikan 8 juta standar kaki kubik (million metric standard cubic feet, MMSCFD),ÔÇØ kata General Manager Zona 10 PHKT Raam Krisna, di Balikpapan, Jumat (31/12/2021). Saat ini, kata dia, PHKT sudah mengembangkan Lapangan Sapi dengan 7 sumur dari semula hanya 3 di tahun 2018. Bahkan lapangan ini akan terus dimaksimalkan dan diperkirakan akan bisa mengeluarkan gas hingga 30 juta MMSFD gas pada masa puncaknya nanti. Karena itu, kata Raam, PHKT sudah memulai pengeboran untuk sumur berikutnya. Saat ini sudah dalam pengeboran Sumur B-219. Di sisi lain, Raam mengungkapkan, bahwa pengaktivan atau pengoperasian kembali Lapangan Sapi saat ini merupakan percepatan dari jadwal. Semula diperhitungkan Lapangan Sapi baru bisa beroperasi dalam kuartal II-2023. ÔÇ£Tapi semangat teman-teman untuk menambah produksi luar biasa. Ditambah lagi dukungan SKK Migas dan Pemkab Kutai Kartanegara,ÔÇØ kata Raam. Ia juga menambahkan bahwa reaktivasi Lapangan Sapi telah membuka peluang untuk dilaksanakannya operasi lintas batas dengan anak perusahaan Pertamina lainnya, Sementara,produksi PEP Lapangan Bunyu berhasil ditingkatkan dengan target 3 sumur masing-masing menghasilkan 300-350 BOPD (barrel oil per day), Dari 3 sumur tersebut, saat ini sudah 2 sumur selesai, yakni sumur B-217 dan BN-57, kemudian satu yang saat ini sedang proses drilling dapat segera memberikan kontribusi produksinya juga. Menghadapi tahun 2022, Raam menegaskan, PT Pertamina Hulu Indonesia (PHI) dan seluruh anak perusahaannya, akan terus berkolaborasi, berintegrasi, dan bersinergi untuk memenuhi target pemerintah 1 juta barrel di tahun 2030."
12,Inggris Setujui Penggunaan Obat COVID-19 Buatan Pfizer,inggris-setujui-penggunaan-obat-covid-19-buatan-pfizer,1/1/2022 7:19,"Inggris telah menyetujui Paxlovid, obat COVID-19 yang diproduksi Pfizer, untuk para pasien di atas usia 18 tahun yang memiliki infeksi ringan hingga sedang dan berisiko tinggi penyakit mereka memburuk. Persetujuan datang ketika negara itu berjuang membangun pertahanannya di tengah rekor harian kasus baru COVID-19 pada Kamis (30/12/2021), saat data pemerintah menunjukkan lonjakan kasus COVID-19. Berdasarkan data, Paxlovid paling manjur bila diminum selama tahap awal COVID-19, Badan Pengatur Obat dan Produk Kesehatan Inggris ( MHRA ) mengatakan pada Jumat (31/12/2021), seraya merekomendasikan agar obat tersebut digunakan dalam waktu lima hari sejak gejala timbul. Desember lalu, Pfizer mengatakan bahwa Paxlovid menunjukkan kemanjuran hampir 90 persen dalam mencegah orang harus dirawat inap dan kematian pada pasien berisiko tinggi, dan data laboratorium baru-baru ini menunjukkan obat tersebut mempertahankan efektivitasnya terhadap varian Omicron yang menyebar cepat. ""Kami sekarang memiliki obat antivirus lebih lanjut untuk pengobatan COVID-19 yang dapat diminum daripada disuntikkan. Ini berarti dapat diberikan di luar pengobatan rumah sakit,"" kata kepala MHRA June Raine dalam sebuah pernyataan."
13,Turki Luncurkan Vaksin COVID-19 Lokal di Tengah Lonjakan Omicron,turki-luncurkan-vaksin-covid-19-lokal-di-tengah-lonjakan-omicron,1/1/2022 7:34,"Turki meluncurkan Turkovac , vaksin COVID-19 pertama yang dikembangkan di dalam negeri, di tengah lonjakan penyebaran varian Omicron di negara tersebut. Vaksin tersebut akan tersedia di sejumlah rumah sakit kota, dan warga dapat memperoleh dosis penguat (booster) Turkovac terlepas dari merek vaksin mereka sebelumnya, kata Menteri Kesehatan Turki Fahrettin Koca. Rumah sakit kota Cam dan Sakura di Istanbul telah melewati hari yang cukup sibuk dengan warga berbondong-bondong mendapatkan vaksin Turkovac pada Kamis (30/12/2021), demikian keterangan pejabat medis seperti dikutip dari Xinhua , Jumat (31/12/2021). Para pejabat rumah sakit tersebut memperkirakan pemberian 1.000 dosis Turkovac sepanjang hari itu. Pada Januari 2021, Turki meluncurkan program vaksinasi COVID-19 massal dengan vaksin yang dikembangkan oleh perusahaan Sinovac China, dan kemudian memperkenalkan vaksin dari Pfizer/BioNTech dalam program itu. Menurut data terbaru dari Kementerian Kesehatan Turki, hingga saat ini lebih dari 131 juta dosis vaksin telah diberikan di Turki, dan tingkat vaksinasi warga berusia 18 tahun ke atas yang telah menerima dua suntikan lengkap melampaui 83 persen. Namun, terlepas dari tingkat vaksinasi yang tinggi, kasus harian baru COVID-19 mengikuti tren kenaikan selama sepekan terakhir, meningkat dari 18.000 menjadi lebih dari 36.000 pada Rabu (29/12/2021). Menurut Koca, penyebab utama atas lonjakan jumlah kasus ini adalah peningkatan waktu yang dihabiskan di dalam ruangan dan penyebaran cepat varian Omicron yang sangat menular. Koca menambahkan bahwa peningkatan kasus harian belum terlihat dalam tingkat rawat inap. Dia juga mengimbau warga agar segera mendapatkan suntikan booster vaksin."
14,122 Napiter Berikrar Setia pada NKRI Sepanjang 2021,122-napiter-berikrar-setia-pada-nkri-sepanjang-2021,1/1/2022 8:00,"Sebanyak 122 narapidana terorisme (napiter) tercatat berikrar setia kepada Negara Kesatuan Republik Indonesia (NKRI) di sepanjang 2021. Kepala Bagian Hubungan Masyarakat dan Protokol Direktorat Jenderal Pemasyarakatan Kementerian Hukum dan Hak Asasi Manusia, Rika Aprianti Ikrar setia NKRI itu merupakan keberhasilan program deradikalisasi narapidana terorisme. Lebih lanjut, diketahui mereka terdiri atas 68 orang dari LP┬áGunung Sindur, 13 dari LP┬áBatu Nusakambangan, sembilan dari LP Pasir Putih Nusakambangan, dan 32 tersebar di LP yang lain. Dalam ikrarnya, para narapidana berjanji setia kembali berpegang teguh kepada Pancasila dan UUD 1945, berkomitmen melindungi segenap Tanah Air dari segala aksi terorisme yang dapat memecah belah persatuan dan kesatuan bangsa Indonesia. Ikrar itu pun merupakan bentuk implementasi hasil akhir program deradikalisasi yang diucapkan sebagai bentuk kesungguhan serta pengikat tekad dan semangat. Pengucapan ikrar, kata┬áAprianti, juga menegaskan narapidana yang terpapar terorisme bersedia kembali membangun kehidupan berbangsa dan bernegara dalam bingkai NKRI. ÔÇ£Dengan pernyataan ikrar setia kepada NKRI ini, berarti warga binaan telah siap untuk mencintai NKRI dan bersama-sama menjaga Pancasila dengan menghargai perbedaan,ÔÇØ kata dia, Sabtu (1/1/2022). Terkait pihak yang terlibat, pelaksanaan program deradikalisasi melalui ikrar itu turut melibatkan Badan Nasional Penanggulangan Terorisme, TNI, Polri, Densus 88, Badan Intelijen Negara, Kementerian Sosial, dan pemangku kepentingan lain."
15,LPEI Dorong Tumbuh Kembang Eksportir di Tahun Macan Air,lpei-dorong-tumbuh-kembang-eksportir-di-tahun-macan-air,1/1/2022 8:02,"LPEI┬á tumbuh kembangkan eksportir dari UKM pada 2022. Langkah strategis untuk mendorong pertumbuhan ekonomi di atas 5 persen. ""Semoga di tahun 2022 komoditas Indonesia dapat terus meningkatkan daya saing di pasar global dan menghasilkan eksportir-eksportir baru melalui program Jasa Konsultasi LPEI,"" kata Corporate Secretary Lembaga Pembiayaan Ekspor Indonesia (LPEI), Agus Windiarto di Jakarta, Sabtu (1/1/2021). Agus mengatakan, meski di tengah situasi pandemi, LPEI sebagai Special Mission Vehicle (SMV) Kementerian Keuangan tetap aktif melakukan pendampingan melalui Program Jasa Konsultasi secara intensif terhadap Desa Devisa binaannya. Desa Devisa pertama yang mendapat pendampingan dari LPEI yaitu Desa Devisa Kakao di Jembrana, Bali. Aroma khas biji kakao merupakan salah satu keunikan yang dimiliki komoditas kakao di wilayah tersebut. Pelatihan dan pendampingan yang diberikan LPEI kepada para petani kakao, anggota dan pengurus koperasi yang tergabung dalam Koperasi Kerta Semaya Samaniya (KSS) merupakan cikal bakal Desa Devisa Kakao Jembrana yang berlokasi di Desa Nusasari, Kabupaten Jembrana, Bali. Selama 2021, salah satu kendala kesulitan yang dihadapi para petani kakao di Jembrana adalah penurunan tingkat produksi. Hal itu dikarenakan oleh faktor perubahan iklim, terutama dampak dari fenomena La Nina yang mengakibatkan curah hujan yang sangat tinggi sehingga mengakibatkan rontoknya bunga dan bakal buah yang layu karena curah yang tinggi dan kondisi kebun yang lembab. Volume biji kakao kering fermentasi yang dihasilkan pun mengalami penurunan sangat signifikans dari 48 ton pada 2020 menjadi 24 ton pada 2021. Namun hal tersebut tidak mematahkan semangat juang para petani dan pengurus Koperasi KSS untuk terus mencari pembeli potensi dari luar negeri. Pada 2021, Koperasi KSS berhasil melakukan ekspor ke sejumlah negara wilayah Eropa yaitu Belgia dan Belanda, Jepang, dan Amerika Serikat dengan total pengiriman mencapai 12,5 ton. Jika dibandingkan dengan sebelumnya pada 2020, Koperasi KSS pada 2021 mendapatkan peluang untuk masuk ke pasar Amerika Serikat. ""Peluang bagi kami di Koperasi KSS untuk bisa masuk ke pasar Amerika dan sekaligus juga tantangan yang dihadapi oleh Koperasi antara lainnya berkaitan dengan adanya pemenuhan aturan Food and Drug Administration (FDA) atau Badan Pengawas Obat dan Makanan Amerika Serikat. Tapi kami bangga karena mampu menembus pasar Amerika di tengah kondisi pandemi seperti saat ini,"" kata Ketua Koperasi KSS I Ketut Wiadnyana. Ketut menambahkan, pada 2022 pihakny memiliki target setidaknya hasil produksi biji kakao fermentasi kering mencapai 75 ton dan kini koperasi juga sedang melakukan beberapa persiapan untuk ekspor ke Valrhona, Perancis."
16,310.193 Kendaraan Tinggalkan Wilayah Jabodetabek,310-193-kendaraan-tinggalkan-wilayah-jabodetabek,1/1/2022 9:00,"Sebanyak 310.193 kendaraan tercatat meninggalkan wilayah Jabotabek. Demikin data dari PT. Jasa Marga (Persero) Tbk mulai dari tanggal 30-31 Desember 2021. Angka tersebut merupakan kumulatif arus lalu lintas dari empat Gerbang Tol (GT) Barrier/Utama. Yakni GT Cikupa (arah Merak), GT Ciawi (arah Puncak), dan GT Cikampek Utama dan GT Kalihurip Utama (arah Trans Jawa dan Bandung). Corporate Communication & Community Development Group Head Jasa Marga Dwimawan Heru, mengatakan total volume lalin yang meninggalkan wilayah Jabotabek ini turun 1,8 persen jika dibandingkan lalin normal periode November 2021 dengan total 315.978 kendaraan. ""Untuk distribusi lalu lintas meninggalkan Jabotabek menuju ketiga arah yaitu mayoritas sebanyak 151.577 kendaraan (48,9 persen) menuju arah Timur (Trans Jawa dan Bandung), 86.814 kendaraan (28,0 persen) menuju arah Barat (Merak), dan 71.802 kendaraan (23,1 persen) menuju arah Selatan (Puncak),"" kata Heru, Sabtu (1/1/2022). Sementara arus lalin menuju arah timur, lalin yang meninggalkan Jabotabek menuju arah Trans Jawa melalui GT Cikampek Utama Jalan Tol Jakarta-Cikampek, tercatat dengan jumlah 78,329 kendaraan, turun sebesar 6,6 persen dari lalin normal. Sedangkan lalin yang meninggalkan Jabotabek menuju arah Bandung melalui GT Kalihurip Utama Jalan Tol Cipularang, dengan jumlah 73,248 kendaraan, turun sebesar 9,5 persen dari lalin normal. Total lalin meninggalkan Jabotabek menuju arah Trans Jawa dan Bandung melalui kedua GT tersebut adalah sebanyak 155.577 kendaraan, turun sebesar 8,1 persen dari lalin normal. Untuk arus lalin menuju arah barat, lalin yang meninggalkan Jabotabek menuju arah Merak melalui GT Cikupa Jalan Tol Tangerang-Merak adalah sebesar 86.814 kendaraan, turun 25,9 persen dari lalin normal. Sedangkan arus lalin menuju arah selatan, jumlah kendaraan yang meninggalkan Jabotabek menuju arah Puncak melalui GT Ciawi Jalan Tol Jagorawi sebanyak 71.802 kendaraan, turun sebesar 18,3 persen dari lalin normal."
17,"Indonesia Siap Comeback, Cerita Kurniawan di Piala Tiger Bisa Jadi Inspirasi",indonesia-siap-comeback-cerita-kurniawan-di-piala-tiger-bisa-jadi-masukan,1/1/2022 9:05,"Timnas Indonesia bakal melakoni laga final leg kedua menghadapi Thailand malam nanti, Sabtu (1/1/2022). Kalah dengan skor telak 4-0 di leg pertama, Skuad Garuda harus mencetak 5 gol untuk bisa membawa pulang Piala AFF 2020 ke tanah air. Mantan penyerang Timnas Indonesia Kurniawan Dwi Yulianto menyebut tak ada yang mustahil dalam sepakbola. Kurniawan pun mengenang cerita comeback saat dirinya masih membela garuda di dada. ""Itu salah satu momen terindah dalam karir sepakbola saya. Itu semifinal Tiger Cup di leg pertama, dikandang kita kalah 1-2 lawan Malaysia,"" kata Kurniawan saat ngobrol Live Instagram bersama Inilah.com, Sabtu (1/1/2022). ""Leg kedua kita sempat ketinggalan 1-0 sampai turun minum. Saya masuk menit 55, saya bisa golin. Moral para pemain naik lagi dan akhirnya kita bisa membalikkan keadaan menang 4-1,"" sambung Kurniawan. Meskipun di final timnas Indonesia kala itu harus takluk. Namun cerita comeback dalam sepakbola Indonesia khususnya, bukan barang baru. ""Kita main nothing to lose saja, tanpa beban. Tapi tetap ada tanggungjawab karena membawa negara,"" pesan Kurniawan untuk skuad Garuda."
18,"Bos LPS: Ada Pandemi, Perekonomian Nasional Masih Rapuh",bos-lps-ada-pandemi-perekonomian-nasional-masih-rapuh,1/1/2022 9:14,"Ketua Dewan Komisioner LPS Purbaya Yudhi Sadewa menilai, perekonomian nasional mulai pulih. Tetapi tetap waspada karena masih rapuh dampak pandemi COVID-19. Namun demikian, kata Purbaya, masih memerlukan dorongan agar dapat tumbuh lebih cepat lagi.""Langkahnya antara lain dengan menjaga suku bunga penjaminan LPS pada level yang tetap memberikan ruang terhadap suku bunga simpanan untuk berada pada level yang rendah, sehingga suku bunga pinjaman dapat melanjutkan tren penurunan yang sedang terjadi saat ini. Tentu saja hal ini dilakukan dengan tetap memperhatikan perkembangan stabilitas sistem keuangan dan likuiditas perbankan,"" ujar Purbaya di Jakarta, Sabtu (1/1/2022). Pada masa pandemi, LPS sudah menurunkan Tingkat Bunga Penjaminan (TBP) hingga mencapai level terendah sepanjang sejarah. Penurunan TBP diharapkan dapat membantu bank menurunkan biaya dana yang kemudian turut mendorong penurunan suku bunga kredit. ""Suku bunga kredit untuk konsumsi sudah turun ke angka 10,6 persen, untuk modal kerja sekitar 8,85 persen dan untuk investasi ke level 8,5 persen. Menurut pemantauan kami grafiknya turun terus dari bulan ke bulan,"" kata Purbaya. Hal itu juga selaras dengan kebijakan bank sentral dengan koordinasi kuat seluruh anggota Komite Stabilitas Sistem Keuangan (KSSK) menciptakan kondisi finansial saat yang dapat menunjang pertumbuhan ekonomi. ""Ini akan terus kami pertahankan, sehingga tren penurunan bunga masih bisa berlangsung. Kuncinya adalah supply uang yang ada di sistem keuangan cukup,"" ujar Purbaya. Dalam mendukung pemulihan ekonomi nasional, LPS juga memperpanjang masa relaksasi denda keterlambatan pembayaran premi penjaminan kepada bank peserta penjaminan LPS hingga 2022. Kebijakan tersebut dilakukan guna memberi kesempatan bank untuk dapat mengelola likuiditasnya secara optimal. ""Relaksasi denda keterlambatan pembayaran premi kepada bank peserta penjaminan LPS akan diperpanjang hingga akhir tahun 2022 untuk mendukung pemulihan ekonomi nasional. Dampaknya bank dapat memanfaatkan dananya terlebih dahulu untuk pengelolaan cashflow,"" kata Purbaya. Selain itu, pada 2021 LPS telah melakukan beberapa terobosan, yaitu pengembangan sistem Single Customer View (SCV) yang akan mempercepat pembayaran klaim penjaminan, serta pengembangan Integrated Core System (ICS) yang akan mengoptimalkan digitalisasi proses kerja di LPS."
19,Trauma Healing Penting Sembuhkan Anak Korban Erupsi Semeru dari Rasa Takut,trauma-healing-penting-sembuhkan-anak-korban-erupsi-semeru,1/1/2022 9:30,"Bumame Farmasi bekerja sama dengan Mahasiswa Pecinta Alam Aranyacala Trisakti mengadakan program trauma healing yang dikhususkan bagi anak-anak korban bencana erupsi Gunung Semeru. Melalui terapi trauma healing diharapkan korban bisa benar-benar sembuh dari perasaan takut, perasaan cemas hingga perasaan trauma terhadap bencana yang telah terjadi dan dapat menjalani kehidupannya sebagaimana sebelum bencana terjadi. ""Kami juga fokus pada program Trauma Healing untuk anak-anak korbanbencana, karena kami paham betul bahwa anak-anak ini harus dibantu agar tidak mengalami trauma pasca bencana yang berkepanjangan kedepannya,"" kata Direksi Utama Bumame Farmasi, James Wihardja, Sabtu (1/1/2022). Pada kesempatan inu Bumame Farmasi bekerja sama dengan Mahasiswa Pecinta Alam Aranyacala turut berkoordinasi dengan Badan Penanggulangan Bencana Daerah setempat. Kemudian juga dengan Divisi Mahasiswa Pencinta Alam Universitas Muhammadiyah Malang. Mereka bersama menyerahkan bantuan meliputi bantuan bahan pokok yang dibutuhkan masyarakat. Seperti baju hangat layak pakai, pakaian anak, pakaian dalam dan tentunya makanan, kebutuhan dapur dan bumbu-bumbu dapur yang masih sangat minim ketersediaannya untuk kebutuhan dapur umum di posko-posko bencana. ÔÇ£Bantuan yang disalurkan pun merupakan bantuan pokok yang memang saat ini sangat dibutuhkan,"" kata Edho, Ketua MPA Aranyacala Trisakti. Bumame Farmasi juga menyerahkan bantuan 5.000 pcs Rapid Test dialokasikan kepada Puskesmas dan Fasilitas Kesehatan di area bencana, untuk memantau dan meminimalisir penularan Covid-19. Pasalnya kondisi posko yang menampung korban bencana cukup banyak, yang berakibat pada kurangnya penerapan social distancing dan protokol kesehatan yang tidak maksimal."
20,"Kejagung Tangani 147 Ribu Perkara Sepanjang 2021 Didominasi Kasus Narkoba, Pencurian, dan Penganiayaan",kejagung-tangani-147-ribu-perkara-sepanjang-2021-didominasi-narkoba-pencurian-dan-penganiayaan,1/1/2022 9:31,"Kejaksaan Agung menangani perkara tindak pidana sebanyak 147.624 Surat Perintah Dimulainya Penyidikan (SPDP), sepanjang tahun 2021. ""Sepanjang tahun 2021 Kejaksaan telah menangani perkara sebanyak 147.624 SPDP dan telah dieksekusi sebanyak 94.461 perkara,"" kata Jaksa Agung RI Sanitiar Burhanuddin dalam keterangan tertulis, Sabtu (1/1/2021). 147.624 perkara tersebut, didominasi oleh perkara tindak pidana narkotika, pencurian dan penganiayaan. Kemudian sejumlah kasus pidana umum yang cukup menyita perhatian publik seperti kasus penganiayaan terhadap Muhammad Kace, terdakwa kasus ujaran kebencian dan penistaan agama oleh Irjen Pol Napoleon Bonaparte. Napoleon terdakwa kasus suap red notice ┬áDjoko Tjandra, bersama empat tahanan Rutan Bareskrim. Sedangkan kasus narkoba yang dilimpahkan ke Kejaksaan oleh kepolisian, yaitu pengungkapan dua pabrik obat keras ilegal di Yogyakarta dengan 23 orang tersangka. Lima di antaranya dijerat dengan Pasal Tindak Pidana Pencucian Uang (TPPU). Burhanuddin juga mengungkapkan capaian kinerja strategis Kejaksaan pada tahun 2021. Seperti penyelesaian perkara tindak pidana umum yang memperoleh kekuatan hukum tetap dan dieksekusi mencapai 103,25 persen. Memasuki tahun 2022, Kejaksaan Agung telah menetapkan Rencana Strategis tahun 2020-2024. Rencana kerja ini sesuai tema rencana kerja pemerintah, yaitu melanjutkan pemulihan ekonomi nasional dan reformasi struktural. ""Menyikapi rencana pemerintah tersebut, kejaksaan telah menetapkan beberapa rencana program prioritas Kejaksaan tahun 2022,"" ujar Burhanuddin. Rencana program prioritas Kejaksaan tahun 2022 itu di antaranya, melanjutkan pembangunan akses keadilan bagi masyarakat, menghadirkan penuntutan berdasarkan hati nurani serta diskresi penuntutan dengan memperhatikan kearifan lokal dan nilai keadilan yang hidup dan berkembang di masyarakat. Melaksanakan penegakan hukum tindak pidana korupsi yang berorientasi dan fokus kepada kejahatan yang merugikan perekonomian negara. Berkomitmen melakukan penuntasan perkara HAM yang berat berdasarkan peraturan perundang-undangan berlaku. ""Kemudian, meningkatkan dukungan terhadap program penanganan COVID-19, melanjutkan dukungan kepada pemerintah dalam menyukseskan program pemulihan ekonomi nasional,"" tandas Burhanuddin."
21,GMF & Citilink Jalankan Rekomendasi Ditjen Hubud Kemenhub,gmf-citilink-jalankan-rekomendasi-ditjen-hubud-kemenhub,1/1/2022 10:01,"GMF dan PT Citilink Indonesia (Citilink) telah menjalankan seluruh rekomendadi Kementerian Perhubungan (Kemenhub). Dalam hal ini, PT Garuda Maintenance Facility Aero Asia Tbk (GMF) dan PT Citilink Indonesia (Citilink) menindaklanjuti rekomendasi Direktorat Jenderal Perhubungan Udara (Ditjen Hubud) cq Direktorat Kelaikudaraan dan┬á Pengoperasian Pesawat Udara (DKPPU) yang disampaikan dalam surat yang dirilis pada┬á 22 Desember 2021. Dalam hal ini, GMF dan Citilink telah purna dalam menindaklanjuti rekomendasi kemenhub, lewat sinergi dan koordinasi yang intensif. Direktur Utama GMF, Andi Fahrurrozi menyampaikan, GMF telah menjalankansejumlah langkah perbaikan setelah GMF melakukan investigasi dan identifikasi terhadap┬á faktor-faktor yang berkontribusi pada status hold item list (HIL) pada brake 19 pesawat milik Citilink yang dioperasikan pada 1ÔÇô17 Desember 2021. Langkah-langkah perbaikan tersebut diantaranya mencakup penggantian brake, evaluasi HIL, peningkatan pengawasan, dan perbaikan pengelolaan komponen dan spare part. ÔÇ£Dari total 19 pesawat, GMF telah melakukan penggantian brake untuk 18 pesawat Citilink yang tengah beroperasi. GMF memastikan bahwa penggantian brake untuk satu pesawat Citilink yang saat ini tengah menjalani c-check di hanggar GMF akan dilakukan sebelum pesawat kembali beroperasi,ÔÇØ jelas Andi. Langkah perbaikan juga telah dijalankan untuk memastikan kesiapan kebutuhan komponen dan spare part di masa pandemi. Hal tersebut diwujudkan melalui perbaikan aspek perencanaan, serta renegosiasi dengan supplier untuk mendukung penyediaan dan pengiriman spare part. Lebih lanjut lagi, GMF juga menyampaikan bahwa pihaknya tengah membentuk tim khusus untuk memantau dan menuntaskan HIL sesuai dengan prosedur yang berlaku. Seluruh temuan audit yang tertera dalam surat tersebut juga telah diselesaikan. ÔÇ£Tindak lanjut ini menjadi bukti komitmen bersama seluruh elemen yang terlibat untukbersinergi menjaga kelaikudaraan pesawat terbang dan keselamatan penumpang, terlebihdalam menyambut momen tahun baru dan industri aviasi yang kembali bergeliat saat ini,ÔÇØtutup Andi. Sementara, Direktur Utama Citilink, Juliandra menyatakan, Citilink terus berkoordinasi intensif dengan GMF, guna memastikan seluruh rekomendasi Ditjen Hubud telah ditindaklanjuti dengan baik. ÔÇ£Kami berkomitmen untuk senantiasa mengutamakan aspek keselamatan dan keamanan dalam penerbangan, termasuk mematuhi standar keselamatan penerbangan yang ditetapkan oleh regulator maupun produsen pesawat,ÔÇØ kata Juliandra. Juliandra memastikan, seluruh pesawat Citilink yang beroperasi berada dalam keadaan aman dan laikterbang sesuai regulasi yang berlaku sehingga penumpang dapat bepergian dengan aman dan nyaman ketika terbang bersama Citilink."
